file_path,source_folder,expected_label,predicted_label,predicted_label_ko,is_correct,confidence,confidence_level,classification_margin,is_borderline,second_candidate,second_score,error_code,message,ratio_face_height_px,ratio_face_width_px,ratio_face_length_width_ratio,ratio_forehead_width_px,ratio_cheekbone_width_px,ratio_jaw_width_px,ratio_forehead_to_cheekbone_ratio,ratio_jaw_to_cheekbone_ratio,ratio_jaw_angle_width_px,ratio_jaw_angle_width_to_cheekbone_ratio,ratio_chin_to_jaw_depth_px,ratio_chin_to_jaw_depth_to_face_height_ratio,ratio_lower_face_height_px,ratio_lower_face_height_to_face_height_ratio,ratio_eye_outer_width_px,ratio_eye_inner_distance_px,ratio_eye_outer_width_to_face_width_ratio,ratio_eye_inner_distance_to_face_width_ratio,ratio_lower_jaw_width_px,ratio_lower_jaw_width_to_cheekbone_ratio,ratio_jaw_taper_ratio,ratio_forehead_to_jaw_ratio,ratio_forehead_to_lower_jaw_ratio,ratio_jaw_to_face_width_ratio,ratio_lower_jaw_to_face_width_ratio,ratio_chin_sharpness_ratio,ratio_nose_length_px,ratio_nose_length_to_face_height_ratio,ratio_mouth_width_px,ratio_mouth_height_px,ratio_mouth_width_to_face_width_ratio,ratio_nose_center_offset_x_px,ratio_midface_height_ratio,ratio_philtrum_to_chin_ratio,ratio_temple_to_cheekbone_ratio,ratio_gonial_angle_proxy,ratio_jawline_curvature_index,ratio_cheekbone_peak_y_ratio,ratio_jaw_slope_angle,ratio_intercanthal_to_face_width,ratio_facial_asymmetry_index,score_round,score_oval,score_long,score_square,score_heart,quality_quality_score,quality_quality_status,quality_is_acceptable,quality_frontal_score,quality_eye_level_score,quality_face_center_offset_x_ratio,quality_eye_level_diff_to_face_width_ratio
sampleimg/Round/round (472).jpg,Round,round,round,둥근형,True,0.55,high,0.2644,False,square,0.2856,,,197.23,174.04,1.1332,124.68,174.04,139.92,0.7164,0.8039,139.92,0.8039,42.0,0.2129,83.0,0.4208,112.54,43.1,0.6466,0.2477,95.52,0.5489,0.6827,0.8911,1.3052,0.8039,0.5489,0.4397,53.34,0.2704,70.71,0.0,0.4063,4.5,0.3012,0.2863,0.8496,135.37,0.1366,0.3651,141.56,0.2477,0.0172,0.55,0.1292,0.0012,0.2856,0.034,0.5545,warning,True,0.7842,0.21,0.0259,0.0632
sampleimg/Round/round (217).jpg,Round,round,round,둥근형,True,0.9029,high,0.8516,False,oval,0.0513,,,255.05,228.0,1.1186,170.05,228.0,178.04,0.7458,0.7809,178.04,0.7809,59.0,0.2313,93.0,0.3646,149.05,58.01,0.6537,0.2544,120.1,0.5268,0.6746,0.9551,1.4158,0.7809,0.5268,0.4912,80.16,0.3143,96.02,0.0,0.4211,29.0,0.3333,0.2383,0.8817,141.98,0.1098,0.3999,140.88,0.2544,0.2105,0.9029,0.0513,0.0006,0.0243,0.0209,0.3125,low,False,0.0,0.7812,0.1272,0.0175
sampleimg/Round/round (401).jpg,Round,round,square,사각형,False,0.5732,high,0.2207,False,round,0.3525,,,187.32,164.2,1.1409,118.21,164.2,132.09,0.7199,0.8045,132.09,0.8045,40.5,0.2162,77.0,0.4111,105.12,42.05,0.6402,0.2561,92.09,0.5608,0.6971,0.8949,1.2837,0.8045,0.5608,0.4398,53.01,0.283,67.12,1.0,0.4088,4.0,0.3098,0.2648,0.854,132.56,0.1305,0.4004,147.31,0.2561,0.0609,0.3525,0.0619,0.0015,0.5732,0.011,0.7255,good,True,0.7967,0.6188,0.0244,0.0305
sampleimg/Round/round (219).jpg,Round,round,round,둥근형,True,0.5042,high,0.2399,False,oval,0.2644,,,179.23,160.15,1.1191,118.15,160.15,123.1,0.7377,0.7686,123.1,0.7686,40.5,0.226,74.0,0.4129,101.12,39.05,0.6314,0.2438,86.02,0.5371,0.6988,0.9598,1.3735,0.7686,0.5371,0.4708,51.01,0.2846,57.04,5.0,0.3561,9.0,0.3127,0.2599,0.8753,137.93,0.1152,0.3906,146.51,0.2438,0.1249,0.5042,0.2644,0.0021,0.0476,0.1817,0.563,warning,True,0.5317,0.61,0.0562,0.0312
sampleimg/Round/round (128).jpg,Round,round,round,둥근형,True,0.6073,high,0.4421,False,square,0.1651,,,250.02,221.01,1.1313,161.0,221.01,173.07,0.7285,0.7831,173.07,0.7831,52.5,0.21,112.0,0.448,138.01,54.04,0.6245,0.2445,123.15,0.5572,0.7115,0.9303,1.3074,0.7831,0.5572,0.4263,64.38,0.2575,80.02,0.0,0.3621,27.5,0.2924,0.2874,0.8778,139.32,0.116,0.428,142.24,0.2445,0.1855,0.6073,0.1032,0.0017,0.1651,0.1227,0.355,low,False,0.0,0.8875,0.1244,0.009
sampleimg/Round/round (404).jpg,Round,round,round,둥근형,True,0.8869,high,0.7758,False,square,0.1111,,,189.21,176.28,1.0733,125.4,176.28,140.13,0.7113,0.7949,140.13,0.7949,32.0,0.1691,87.0,0.4598,114.07,47.01,0.6471,0.2667,98.05,0.5562,0.6997,0.8949,1.279,0.7949,0.5562,0.3264,48.04,0.2539,68.03,0.0,0.3859,21.0,0.296,0.315,0.8593,130.62,0.1085,0.4968,153.82,0.2667,0.2156,0.8869,0.0016,0.0,0.1111,0.0003,0.291,low,False,0.0075,0.7163,0.1191,0.0227
sampleimg/Round/round (294).jpg,Round,round,round,둥근형,True,0.5678,high,0.1958,False,square,0.372,,,229.11,203.25,1.1272,153.21,203.25,160.25,0.7538,0.7885,160.25,0.7885,50.5,0.2204,89.0,0.3885,132.31,52.09,0.651,0.2563,111.22,0.5472,0.694,0.956,1.3775,0.7885,0.5472,0.4541,68.12,0.2973,74.01,0.0,0.3641,11.5,0.3233,0.258,0.8867,134.44,0.1146,0.4321,152.13,0.2563,0.0738,0.5678,0.0413,0.0005,0.372,0.0184,0.4955,warning,True,0.5283,0.4463,0.0566,0.0443
sampleimg/Round/round (391).jpg,Round,round,round,둥근형,True,0.7621,high,0.6677,False,heart,0.0944,,,245.34,226.43,1.0835,168.3,226.43,177.41,0.7433,0.7835,177.41,0.7835,59.0,0.2405,102.0,0.4157,140.23,54.33,0.6193,0.2399,126.32,0.5579,0.712,0.9487,1.3323,0.7835,0.5579,0.4671,70.26,0.2864,84.29,1.0,0.3723,13.0,0.3145,0.2668,0.8804,140.64,0.1171,0.3628,140.55,0.2399,0.0618,0.7621,0.0602,0.0004,0.083,0.0944,0.5365,warning,True,0.5217,0.5588,0.0574,0.0353
sampleimg/Round/round (127).jpg,Round,round,oval,계란형 또는 일반형,False,0.3087,low,0.0449,True,round,0.2638,,,199.11,168.58,1.1811,123.58,168.58,134.37,0.7331,0.7971,134.37,0.7971,50.0,0.2511,75.0,0.3767,110.29,44.1,0.6542,0.2616,92.27,0.5473,0.6866,0.9197,1.3394,0.7971,0.5473,0.5419,61.07,0.3067,66.27,0.0,0.3931,6.0,0.3274,0.2761,0.8636,142.0,0.1089,0.4068,145.71,0.2616,0.1068,0.2638,0.3087,0.1628,0.0669,0.1978,0.5845,warning,True,0.7033,0.4062,0.0356,0.0475
sampleimg/Round/round (331).jpg,Round,round,round,둥근형,True,0.5672,medium,0.1394,False,square,0.4278,,,214.06,194.09,1.1029,139.18,194.09,157.01,0.7171,0.809,157.01,0.809,41.0,0.1915,94.0,0.4391,129.06,50.01,0.665,0.2577,110.0,0.5667,0.7006,0.8864,1.2652,0.809,0.5667,0.3727,56.08,0.262,80.0,0.0,0.4122,19.0,0.299,0.2457,0.8612,132.71,0.1167,0.4578,149.9,0.2577,0.1649,0.5672,0.004,0.0,0.4278,0.001,0.4075,warning,True,0.1842,0.7425,0.0979,0.0206
sampleimg/Round/round (402).jpg,Round,round,round,둥근형,True,0.5753,high,0.1724,False,square,0.4028,,,431.86,391.95,1.1018,282.18,391.95,321.9,0.7199,0.8213,321.9,0.8213,96.0,0.2223,203.0,0.4701,245.28,99.08,0.6258,0.2528,233.48,0.5957,0.7253,0.8766,1.2086,0.8213,0.5957,0.4112,109.07,0.2526,142.51,1.0,0.3636,57.0,0.2942,0.2631,0.8608,136.84,0.1081,0.4585,147.92,0.2528,0.2704,0.5753,0.0067,0.0001,0.4028,0.015,0.081,low,False,0.0,0.2025,0.1454,0.0638
sampleimg/Round/round (38).jpg,Round,round,round,둥근형,True,0.4798,high,0.2821,False,oval,0.1977,,,238.92,212.6,1.1238,152.55,212.6,168.36,0.7176,0.7919,168.36,0.7919,53.5,0.2239,106.0,0.4437,135.37,51.09,0.6367,0.2403,119.15,0.5604,0.7077,0.9061,1.2803,0.7919,0.5604,0.449,64.01,0.2679,89.45,0.0,0.4208,16.0,0.3018,0.2572,0.8547,134.48,0.1259,0.3809,146.46,0.2403,0.1599,0.4798,0.1977,0.0027,0.1684,0.1515,0.3885,low,False,0.3725,0.4125,0.0753,0.047
sampleimg/Round/round (557).jpg,Round,round,square,사각형,False,0.5551,high,0.3387,False,round,0.2164,,,194.0,171.0,1.1345,123.0,171.0,139.06,0.7193,0.8132,139.06,0.8132,46.0,0.2371,85.0,0.4381,112.04,43.01,0.6552,0.2515,98.05,0.5734,0.7051,0.8845,1.2545,0.8132,0.5734,0.4692,52.09,0.2685,70.01,0.0,0.4094,16.5,0.299,0.3205,0.8538,133.46,0.1222,0.4021,150.57,0.2515,0.1579,0.2164,0.097,0.0045,0.5551,0.127,0.43,warning,True,0.1958,0.7812,0.0965,0.0175
sampleimg/Round/round (242).jpg,Round,round,square,사각형,False,0.6395,high,0.3242,False,round,0.3153,,,215.19,182.18,1.1812,131.1,182.18,145.22,0.7196,0.7971,145.22,0.7971,41.0,0.1905,86.0,0.3997,119.1,46.04,0.6538,0.2527,100.18,0.5499,0.6898,0.9027,1.3086,0.7971,0.5499,0.4093,60.3,0.2802,67.01,0.0,0.3678,13.0,0.3169,0.2192,0.8569,131.32,0.1258,0.4508,155.18,0.2527,0.0768,0.3153,0.0412,0.002,0.6395,0.002,0.506,warning,True,0.405,0.6575,0.0714,0.0274
sampleimg/Round/round (177).jpg,Round,round,round,둥근형,True,0.7145,high,0.48,False,oval,0.2345,,,387.94,328.74,1.1801,235.13,328.74,255.1,0.7152,0.776,255.1,0.776,79.5,0.2049,155.0,0.3995,206.55,78.23,0.6283,0.238,173.0,0.5263,0.6782,0.9217,1.3591,0.776,0.5263,0.4595,110.16,0.284,119.02,0.0,0.362,59.0,0.3145,0.2016,0.8554,142.23,0.1069,0.4511,142.21,0.238,0.3224,0.7145,0.2345,0.0112,0.0184,0.0215,0.172,low,False,0.0,0.43,0.1795,0.0456
sampleimg/Round/round (450).jpg,Round,round,square,사각형,False,0.7207,high,0.4697,False,round,0.251,,,108.12,96.05,1.1257,67.07,96.05,79.03,0.6983,0.8228,79.03,0.8228,24.0,0.222,45.0,0.4162,61.03,22.02,0.6354,0.2293,54.0,0.5622,0.6833,0.8487,1.242,0.8228,0.5622,0.4444,29.02,0.2684,40.01,0.0,0.4166,9.0,0.296,0.2421,0.8439,132.55,0.1297,0.3885,149.83,0.2293,0.1666,0.251,0.0203,0.0006,0.7207,0.0074,0.4275,warning,True,0.2192,0.74,0.0937,0.0208
sampleimg/Round/round (481).jpg,Round,round,round,둥근형,True,0.6608,high,0.4297,False,square,0.2311,,,69.58,62.51,1.1131,44.41,62.51,49.37,0.7104,0.7897,49.37,0.7897,15.0,0.2156,27.0,0.388,41.3,17.03,0.6607,0.2724,34.13,0.546,0.6914,0.8996,1.301,0.7897,0.546,0.4395,20.1,0.2889,24.33,0.0,0.3892,3.0,0.3191,0.2521,0.8393,134.18,0.1384,0.3449,144.25,0.2724,0.16,0.6608,0.104,0.0007,0.2311,0.0034,0.36,low,False,0.6,0.0,0.048,0.08
sampleimg/Round/round (51).jpg,Round,round,square,사각형,False,0.5043,low,0.0323,True,round,0.472,,,115.02,99.01,1.1617,73.01,99.01,78.01,0.7374,0.7879,78.01,0.7879,21.5,0.1869,44.0,0.3826,65.01,24.0,0.6566,0.2424,53.0,0.5353,0.6794,0.9359,1.3775,0.7879,0.5353,0.4057,33.02,0.287,38.05,0.0,0.3844,0.5,0.3218,0.2499,0.8788,132.52,0.1256,0.4347,150.57,0.2424,0.0303,0.472,0.0219,0.0003,0.5043,0.0016,0.924,good,True,0.9575,0.8738,0.0051,0.0101
sampleimg/Round/round (363).jpg,Round,round,square,사각형,False,0.63,high,0.297,False,round,0.333,,,513.0,444.04,1.1553,323.01,444.04,363.05,0.7274,0.8176,363.05,0.8176,113.0,0.2203,195.0,0.3801,290.04,117.0,0.6532,0.2635,247.05,0.5564,0.6805,0.8897,1.3075,0.8176,0.5564,0.4574,153.01,0.2983,166.19,1.0,0.3743,12.0,0.3236,0.3483,0.8536,134.04,0.1316,0.3957,146.76,0.2635,0.045,0.333,0.032,0.0015,0.63,0.0035,0.8085,good,True,0.775,0.8588,0.027,0.0113
sampleimg/Round/round (141).jpg,Round,round,round,둥근형,True,0.5653,medium,0.1456,False,square,0.4198,,,190.0,168.0,1.131,122.0,168.0,133.0,0.7262,0.7917,133.0,0.7917,32.0,0.1684,83.0,0.4368,106.0,40.01,0.631,0.2382,91.01,0.5417,0.6843,0.9173,1.3406,0.7917,0.5417,0.3516,48.01,0.2527,58.03,4.0,0.3454,5.0,0.2948,0.23,0.8691,130.77,0.1186,0.4684,153.07,0.2382,0.0476,0.5653,0.0134,0.0,0.4198,0.0015,0.821,good,True,0.7517,0.925,0.0298,0.006
sampleimg/Round/round (139).jpg,Round,round,oval,계란형 또는 일반형,False,0.6003,high,0.3264,False,round,0.2739,,,203.12,167.01,1.2162,122.0,167.01,125.02,0.7305,0.7485,125.02,0.7485,40.0,0.1969,78.0,0.384,113.0,44.01,0.6766,0.2635,85.02,0.5091,0.6801,0.9759,1.4349,0.7485,0.5091,0.4705,60.13,0.296,54.01,0.0,0.3234,10.5,0.3304,0.3671,0.8742,138.96,0.113,0.4382,150.16,0.2635,0.0778,0.2739,0.6003,0.065,0.0078,0.053,0.6855,warning,True,0.4758,1.0,0.0629,0.0
sampleimg/Round/round (36).jpg,Round,round,long,긴형,False,0.4787,high,0.1512,False,heart,0.3275,,,132.37,106.79,1.2395,76.79,106.79,83.29,0.7191,0.78,83.29,0.78,31.5,0.238,58.0,0.4382,68.47,29.27,0.6411,0.2741,58.14,0.5444,0.698,0.9219,1.3209,0.78,0.5444,0.5418,34.0,0.2569,44.41,8.06,0.4158,18.0,0.288,0.2325,0.8608,147.09,0.0974,0.4382,141.34,0.2741,0.3371,0.0044,0.1885,0.4787,0.0009,0.3275,0.0255,low,False,0.0,0.0638,0.1685,0.0749
sampleimg/Round/round (169).jpg,Round,round,,,False,,,,,,,MULTIPLE_FACES_DETECTED,여러 명의 얼굴이 감지되었습니다. 한 명의 얼굴만 포함된 이미지를 사용해주세요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sampleimg/Round/round (102).jpg,Round,round,heart,하트형,False,0.3926,low,0.0135,True,oval,0.3791,,,382.08,333.04,1.1473,253.03,333.04,252.02,0.7598,0.7567,252.02,0.7567,82.5,0.2159,152.0,0.3978,223.02,82.0,0.6697,0.2462,169.01,0.5075,0.6706,1.004,1.4971,0.7567,0.5075,0.4881,111.0,0.2905,144.12,17.03,0.4328,9.5,0.3141,0.2125,0.895,138.76,0.1089,0.4214,147.13,0.2462,0.051,0.2159,0.3791,0.0017,0.0108,0.3926,0.8125,good,True,0.7625,0.8875,0.0285,0.009
sampleimg/Round/round (284).jpg,Round,round,square,사각형,False,0.6904,high,0.4847,False,round,0.2057,,,463.35,400.0,1.1584,302.06,400.0,318.08,0.7551,0.7952,318.08,0.7952,102.5,0.2212,181.0,0.3906,270.02,101.08,0.675,0.2527,221.18,0.553,0.6954,0.9496,1.3657,0.7952,0.553,0.4634,136.18,0.2939,153.16,0.0,0.3829,55.0,0.3237,0.2947,0.8901,132.37,0.1288,0.4057,151.98,0.2527,0.24,0.2057,0.0574,0.0029,0.6904,0.0436,0.3625,low,False,0.0,0.9062,0.1375,0.0075
sampleimg/Round/round (539).jpg,Round,round,round,둥근형,True,0.5401,high,0.3119,False,square,0.2282,,,100.18,85.15,1.1766,60.13,85.15,67.03,0.7062,0.7872,67.03,0.7872,18.0,0.1797,43.0,0.4292,52.09,21.0,0.6117,0.2466,46.04,0.5408,0.6869,0.8971,1.306,0.7872,0.5408,0.3909,27.0,0.2695,31.06,0.0,0.3648,7.5,0.3101,0.2579,0.8359,129.07,0.1337,0.4292,152.82,0.2466,0.1762,0.5401,0.224,0.0018,0.2282,0.006,0.3835,low,False,0.2658,0.56,0.0881,0.0352
sampleimg/Round/round (362).jpg,Round,round,round,둥근형,True,0.6754,high,0.4736,False,oval,0.2018,,,250.03,209.0,1.1963,152.0,209.0,165.0,0.7273,0.7895,165.0,0.7895,53.0,0.212,96.0,0.384,140.0,57.08,0.6699,0.2731,114.0,0.5454,0.6909,0.9212,1.3334,0.7895,0.5454,0.4649,77.06,0.3082,82.05,2.0,0.3926,9.5,0.3401,0.2605,0.8517,137.13,0.1185,0.4199,148.65,0.2731,0.0622,0.6754,0.2018,0.0278,0.0838,0.0113,0.7485,good,True,0.6208,0.94,0.0455,0.0048
sampleimg/Round/round (452).jpg,Round,round,square,사각형,False,0.8017,high,0.6102,False,round,0.1915,,,196.01,170.03,1.1528,124.0,170.03,136.09,0.7293,0.8004,136.09,0.8004,36.5,0.1862,78.0,0.3979,112.07,41.05,0.6591,0.2414,94.13,0.5536,0.6917,0.9112,1.3173,0.8004,0.5536,0.3877,55.15,0.2813,67.07,0.0,0.3945,16.0,0.3167,0.2247,0.8705,128.76,0.1293,0.4439,156.18,0.2414,0.1412,0.1915,0.0062,0.0001,0.8017,0.0005,0.412,warning,True,0.2158,0.7063,0.0941,0.0235
sampleimg/Round/round (192).jpg,Round,round,square,사각형,False,0.5806,high,0.4007,False,oval,0.1799,,,1100.0,922.52,1.1924,673.62,922.52,742.17,0.7302,0.8045,742.17,0.8045,245.0,0.2227,459.0,0.4173,606.16,231.11,0.6571,0.2505,520.05,0.5637,0.7007,0.9076,1.2953,0.8045,0.5637,0.4711,304.03,0.2764,355.04,39.05,0.3849,60.0,0.3055,0.2398,0.8647,134.24,0.1344,0.3927,147.36,0.2505,0.1214,0.0967,0.1799,0.0459,0.5806,0.097,0.599,warning,True,0.4583,0.81,0.065,0.0152
sampleimg/Square/square (415).jpg,Square,square,round,둥근형,False,0.6636,high,0.3862,False,square,0.2774,,,215.0,200.0,1.075,152.0,200.0,153.0,0.76,0.765,153.0,0.765,42.5,0.1977,91.0,0.4233,129.02,49.01,0.6451,0.245,107.0,0.535,0.6993,0.9935,1.4206,0.765,0.535,0.3972,56.01,0.2605,62.0,1.0,0.31,8.0,0.2977,0.258,0.9,135.18,0.106,0.4419,152.59,0.245,0.07,0.6636,0.037,0.0,0.2774,0.022,0.75,good,True,0.6667,0.875,0.04,0.01
sampleimg/Square/square (235).jpg,Square,square,round,둥근형,False,0.6234,high,0.2684,False,square,0.355,,,589.35,536.26,1.099,384.58,536.26,420.64,0.7172,0.7844,420.64,0.7844,108.0,0.1833,254.0,0.431,341.79,127.35,0.6374,0.2375,289.11,0.5391,0.6873,0.9143,1.3302,0.7844,0.5391,0.3736,152.88,0.2594,184.74,24.52,0.3445,64.0,0.2955,0.2303,0.8547,132.49,0.0974,0.5379,166.44,0.2375,0.0821,0.6234,0.0198,0.0,0.355,0.0017,0.0035,low,False,0.0058,0.0,0.1193,0.1436
sampleimg/Square/square (232).jpg,Square,square,round,둥근형,False,0.7187,high,0.5027,False,square,0.216,,,543.03,486.23,1.1168,369.09,486.23,378.43,0.7591,0.7783,378.43,0.7783,111.0,0.2044,217.0,0.3996,324.22,116.07,0.6668,0.2387,259.49,0.5337,0.6857,0.9753,1.4223,0.7783,0.5337,0.4278,153.39,0.2825,183.1,0.0,0.3766,43.0,0.3096,0.2399,0.9011,137.85,0.1149,0.4162,144.46,0.2387,0.1316,0.7187,0.0391,0.0001,0.216,0.0261,0.4345,warning,True,0.2633,0.6913,0.0884,0.0247
sampleimg/Square/square (519).jpg,Square,square,oval,계란형 또는 일반형,False,0.4527,medium,0.1152,False,round,0.3375,,,376.53,320.56,1.1746,223.57,320.56,255.2,0.6974,0.7961,255.2,0.7961,82.0,0.2178,155.0,0.4117,198.49,73.03,0.6192,0.2278,173.07,0.5399,0.6782,0.8761,1.2918,0.7961,0.5399,0.4738,107.0,0.2842,140.09,22.02,0.437,28.0,0.3109,0.2186,0.835,133.36,0.1349,0.3824,148.32,0.2278,0.1685,0.3375,0.4527,0.0323,0.1002,0.0773,0.345,low,False,0.2725,0.4537,0.0873,0.0437
sampleimg/Square/square (526).jpg,Square,square,square,사각형,True,0.8436,high,0.7106,False,round,0.133,,,152.0,129.0,1.1783,95.0,129.0,103.0,0.7364,0.7984,103.0,0.7984,27.0,0.1776,68.0,0.4474,84.0,31.0,0.6512,0.2403,73.0,0.5659,0.7087,0.9223,1.3014,0.7984,0.5659,0.3699,39.01,0.2567,51.0,0.0,0.3953,3.5,0.2961,0.2653,0.876,130.68,0.1277,0.4605,151.63,0.2403,0.0388,0.133,0.0188,0.0004,0.8436,0.0042,0.8645,good,True,0.7742,1.0,0.0271,0.0
sampleimg/Square/square (623).jpg,Square,square,round,둥근형,False,0.5013,high,0.2843,False,oval,0.2171,,,351.0,303.01,1.1584,220.02,303.01,241.01,0.7261,0.7954,241.01,0.7954,78.0,0.2222,140.0,0.3989,199.0,77.01,0.6568,0.2541,164.01,0.5413,0.6805,0.9129,1.3415,0.7954,0.5413,0.4756,102.0,0.2906,138.0,19.0,0.4554,2.5,0.3134,0.1691,0.8614,136.22,0.1212,0.4131,146.87,0.2541,0.0165,0.5013,0.2171,0.0085,0.1989,0.0741,0.9585,good,True,0.9308,1.0,0.0083,0.0
sampleimg/Square/square (766).jpg,Square,square,square,사각형,True,0.5234,high,0.2805,False,long,0.2429,,,554.28,454.41,1.2198,332.04,454.41,365.82,0.7307,0.8051,365.82,0.8051,128.5,0.2318,219.0,0.3951,304.47,116.1,0.67,0.2555,256.63,0.5648,0.7015,0.9077,1.2938,0.8051,0.5648,0.5007,157.41,0.284,175.11,0.0,0.3854,21.0,0.3094,0.2402,0.8671,137.62,0.1094,0.4619,152.32,0.2555,0.1849,0.0608,0.1296,0.2429,0.5234,0.0434,0.369,low,False,0.615,0.0,0.0462,0.1144
sampleimg/Square/square (524).jpg,Square,square,square,사각형,True,0.6006,high,0.251,False,round,0.3495,,,288.39,247.29,1.1662,181.47,247.29,197.09,0.7338,0.797,197.09,0.797,55.0,0.1907,122.0,0.423,157.16,59.03,0.6355,0.2387,136.01,0.55,0.6901,0.9207,1.3342,0.797,0.55,0.4044,76.03,0.2636,98.18,0.0,0.397,26.5,0.2983,0.2808,0.8753,134.8,0.1183,0.4612,148.84,0.2387,0.1981,0.3495,0.0397,0.0007,0.6006,0.0095,0.3225,low,False,0.1067,0.6462,0.1072,0.0283
sampleimg/Square/square (514).jpg,Square,square,square,사각형,True,0.5762,high,0.2772,False,round,0.2989,,,163.05,137.0,1.1901,103.02,137.0,110.0,0.7519,0.8029,110.0,0.8029,35.5,0.2177,62.0,0.3803,88.01,34.0,0.6424,0.2482,75.03,0.5476,0.682,0.9365,1.3731,0.8029,0.5476,0.4732,48.04,0.2946,55.01,1.0,0.4015,14.5,0.3189,0.2377,0.8906,138.37,0.1248,0.4171,143.13,0.2482,0.1825,0.2989,0.07,0.0133,0.5762,0.0416,0.4345,warning,True,0.1183,0.9087,0.1058,0.0073
sampleimg/Square/square (370).jpg,Square,square,square,사각형,True,0.7146,high,0.4408,False,round,0.2739,,,201.06,180.1,1.1164,132.14,180.1,144.06,0.7337,0.7999,144.06,0.7999,40.0,0.1989,87.0,0.4327,116.11,48.04,0.6447,0.2667,102.08,0.5668,0.7086,0.9173,1.2945,0.7999,0.5668,0.3919,54.0,0.2686,72.03,0.0,0.3999,10.0,0.2985,0.2465,0.8782,133.01,0.1185,0.4228,151.39,0.2667,0.111,0.2739,0.0078,0.0001,0.7146,0.0036,0.5835,warning,True,0.5375,0.6525,0.0555,0.0278
sampleimg/Square/square (769).jpg,Square,square,square,사각형,True,0.4935,high,0.2411,False,round,0.2524,,,255.02,217.22,1.174,160.13,217.22,172.94,0.7372,0.7961,172.94,0.7961,55.0,0.2157,105.0,0.4117,145.99,54.45,0.6721,0.2507,121.59,0.5598,0.7031,0.9259,1.3169,0.7961,0.5598,0.4523,71.25,0.2794,83.15,0.0,0.3828,7.0,0.3153,0.2376,0.8714,134.69,0.1431,0.3647,143.02,0.2507,0.1197,0.2524,0.1679,0.015,0.4935,0.0712,0.4475,warning,True,0.7317,0.0213,0.0322,0.0783
sampleimg/Square/square (58).jpg,Square,square,square,사각형,True,0.6016,high,0.3703,False,round,0.2313,,,745.7,625.93,1.1913,450.89,625.93,498.72,0.7204,0.7968,498.72,0.7968,144.0,0.1931,308.0,0.413,384.76,139.92,0.6147,0.2235,342.69,0.5475,0.6871,0.9041,1.3157,0.7968,0.5475,0.4202,202.89,0.2721,239.53,12.04,0.3827,9.0,0.3048,0.2718,0.8603,132.39,0.1465,0.3849,144.46,0.2235,0.0895,0.2313,0.1426,0.0082,0.6016,0.0164,0.5605,warning,True,0.88,0.0813,0.0144,0.0735
sampleimg/Square/square (238).jpg,Square,square,square,사각형,True,0.8253,high,0.6779,False,round,0.1474,,,222.23,186.32,1.1927,133.09,186.32,152.4,0.7143,0.8179,152.4,0.8179,45.5,0.2047,88.0,0.396,120.34,44.18,0.6458,0.2371,103.39,0.5549,0.6784,0.8733,1.2873,0.8179,0.5549,0.4401,64.38,0.2897,82.22,0.0,0.4413,20.0,0.3158,0.2281,0.8595,129.05,0.1315,0.4455,155.8,0.2371,0.1395,0.1474,0.0195,0.0038,0.8253,0.0041,0.222,low,False,0.1058,0.3962,0.1073,0.0483
sampleimg/Square/square (636).jpg,Square,square,round,둥근형,False,0.3996,low,0.0294,True,square,0.3702,,,259.02,222.0,1.1667,159.0,222.0,181.0,0.7162,0.8153,181.0,0.8153,59.5,0.2297,105.0,0.4054,143.0,51.0,0.6442,0.2297,123.0,0.5541,0.6796,0.8784,1.2926,0.8153,0.5541,0.4837,75.01,0.2896,95.01,1.41,0.428,2.0,0.3089,0.2246,0.8514,136.44,0.1228,0.4015,146.6,0.2297,0.009,0.3996,0.143,0.0163,0.3702,0.0708,0.9325,good,True,0.925,0.9437,0.009,0.0045
sampleimg/Square/square (600).jpg,Square,square,round,둥근형,False,0.5882,high,0.2742,False,square,0.314,,,406.12,360.14,1.1277,253.07,360.14,292.21,0.7027,0.8114,292.21,0.8114,89.5,0.2204,168.0,0.4137,216.04,81.02,0.5999,0.225,198.25,0.5505,0.6785,0.8661,1.2765,0.8114,0.5505,0.4514,112.29,0.2765,145.34,0.0,0.4036,26.0,0.2982,0.2231,0.8416,135.99,0.1264,0.3964,143.84,0.225,0.1,0.5882,0.0786,0.0013,0.314,0.0178,0.5835,warning,True,0.3983,0.8612,0.0722,0.0111
sampleimg/Square/square (296).jpg,Square,square,square,사각형,True,0.5488,high,0.3511,False,round,0.1977,,,739.02,638.0,1.1583,477.0,638.0,507.0,0.7477,0.7947,507.0,0.7947,170.0,0.23,304.0,0.4114,406.03,156.03,0.6364,0.2446,359.0,0.5627,0.7081,0.9408,1.3287,0.7947,0.5627,0.4735,208.06,0.2815,223.14,1.0,0.3498,17.0,0.3072,0.2286,0.884,137.81,0.1186,0.4019,146.87,0.2446,0.0376,0.1977,0.1166,0.0115,0.5488,0.1254,0.828,good,True,0.7783,0.9025,0.0266,0.0078
